0,1,2,3,4,5,6,7,8,9
            好了吗,,                        ,        ,        ,,,,,
            我也在担心这个,,                        ,        ,        ,,,,,
            目前用半枝莲膏一周2次，3月转阴，半枝莲膏北京大学科研，免费咨学,,                        ,        ,        ,,,,,
            hpv一定是男的传染的吗，准备做TCT了,,,,,,,,,
            hpv阳性不一定是男的传染的，不过大概率是,,                        ,        ,        ,,,,,
            你可以搜一下，传播途径不止同房生活，还有其他的，我之前也感染过hpv，提高免疫力就行,,                        ,        ,        ,,,,,
            hpv阳性不一定是男的传染的,,                        ,        ,        ,,,,,
            hpv感染传播途径还有其他的，不过最主要的是x生活感染,,                        ,        ,        ,,,,,
            去公共场所，没有注意卫生，导致密切接触也可能会感染呀,,                        ,        ,        ,,,,,
            hpv高危感染是妇科常见，更常见型号是hpv高危16  18 两种。不一定是男性传染，但是两性接触传染的几率更大，TCT是检查你的宫颈的炎症或者病变等问题，女性定期做宫颈癌筛查检查是有必要的。,,                        ,,,,,,,
            hpv阳性一定是男的传染的吗，不一定的！真的不一定，不过基本上都是男的传染的,,                        ,        ,        ,,,,,
            一定要注意提高免疫力，提高免疫力才能转阴,,                        ,        ,        ,,,,,
            hpv18阳性怎么治疗，重中之重是提高免疫力,,                        ,        ,        ,,,,,
            你是hpv18阳性吗，做tct和活检没有,,                        ,        ,        ,,,,,
,,,,,,,,,
            hpv,基本上大多数都是男的传染的,,                        ,        ,        ,,,,
            不一定是的，但感染了也不用太担心的，早发现早调理好就没事了，我之前感染了高危，经过几个月的调理都好了！,,                        ,        ,        ,,,,,
            你现在hpv18阳性怎么治疗的,,                        ,        ,        ,,,,,
            明天就要宫颈活检了，得了这个半年了之前一直没怎么管过这个不敢面对.最近刚好去医院检查白带医生很认真的和我说必须要重视高危18.要活检.得了这个我也不敢和朋友家里人讲，都是偷偷去医院看的.明天的活检也只有我一个人去.希望不要有什么事情吧.,,,,,,,,,
            好疼..活检的时候直接哭了.医生说是因为小年轻比较敏感，真的太疼了.弄完以后还迟迟不能缓过来.医生给我拿了好多纸巾安慰我，更难过了.,,                        ,        ,        ,,,,,
            多久了啊！,,                        ,        ,        ,,,,,
            hpv感染不要害怕，用半枝莲膏就可以。北京大学科研成果,,                        ,        ,        ,,,,,
            42，43和18，这么多型号。。。这还是听医生的好好调理吧。,,                        ,        ,        ,,,,,
            这个是抽血检测吗？,,                        ,        ,        ,,,,,
            吃高吉星，专门增强免疫力抵抗力的，我买了两盒一盒还没吃完怀孕了，现在还剩一盒零2瓶 有人要的话可以转,,                        ,        ,        ,,,,,
            这个也没什么的，未必是咋的就被传染，有的时候身体抵抗力弱就会被病毒侵袭。治病的同时锻炼身体,,                        ,        ,        ,,,,,
            目前用半枝莲膏好，北京大学科研成果。一周2次3月转阴,,                        ,        ,        ,,,,,
            提高免疫力转阴，没有别的办法,,                        ,        ,        ,,,,,
            白度，幽诺瑞英女神，给您聊聊,,                        ,        ,        ,,,,,
            可以适当用一些干扰素或者保妇康栓，然后坚持吃维生素E和高吉星蛋白硒，或者其他的补硒的也可以。提高免疫力就能转阴了，不过除了吃还要多注意锻炼和运动，多注意生活习惯。,,                        ,        ,,,,,,
            一定一定不要熬夜,,                        ,        ,        ,,,,,
            一般没事的，听医生的好好调理就行了,,                        ,        ,        ,,,,,
            hpv目前没有特效药，可以通过不断增强自身勉励去抵制，坚持锻炼身体。你可以试试姬松茸富硒蛋白，之前有个认识的是阳性16，医生给开的转阴了，你可以看看药店天猫都有的,,                        ,        ,,,,,,
            ,,                        ,        ,        ,,,,,
            可以代约吗,,                        ,        ,        ,,,,,
            hpv61怎么治，几天才能出结果？,,                        ,        ,        ,,,,,
            其实这个现在还没有特效药，关键还是要提高自身免疫力，我之前的高危也是通过调理提高免疫力转阴的！加油吧姐妹！,,                        ,        ,        ,,,,,
            要看你是在什么医院做检查吧，一般三甲医院当天就可以了。如果是小一点的医院可能没有检查的设备，要送到其他医院或机构检测就会慢一点，一般一周内都可以出结果的。,,                        ,        ,,,,,,
            治疗hpv只能通过提高免疫力，从而达到转阴的目的,,                        ,        ,        ,,,,,
            提高免疫力，没有别的方法,,                        ,        ,        ,,,,,
            我是感染hpv高危，当时还跟老公吵了一架，怀疑我有外遇，后来咨询医生才知道了，同时医生推荐了我吃高吉星硒片，用干扰素，坚持了三个月就转阴了。,,                        ,        ,        ,,,,,
            提高免疫力 平时多运动、注意作息、多吃一些蔬果，保持好心情,,,,,,,,,
,,,,,,,,,
            我也是,,                        ,        ,        ,,,,,
            多锻炼身体，保持良好的心态,,                        ,        ,        ,,,,,
            我也是、天天百度 还做噩梦 感觉人精神都不正常了,,                        ,        ,        ,,,,,
            我也是、天天百度 越搜越害怕 越害怕越要搜 还做噩梦…,,                        ,        ,        ,,,,,
            一样的,没怎么吃饭了,,                        ,        ,        ,,,,
            我刚开始查出来也是害怕，老是百度,,                        ,        ,        ,,,,,
            别太放心上了，心情好才能有助于转阴，我也是刚查出hPv阳性时也胡思乱想，现在心态好了，要相信我们自身的抵抗力，蛮多人查出来有病毒感染，靠自身免疫力治愈的！,,                        ,        ,,,,,,
            我遇到好几个了，陆陆续续都好了。,,                        ,        ,        ,,,,,
            真不知道怎么活了,,                        ,        ,        ,,,,,
            喝古法黄姜膏，可以转阴的,,                        ,        ,        ,,,,,
            最近也是跟你一样一样的，夜里惊醒了几次，也想了好多坏的结果，毕竟孩子还小，哎，哭了好几次,,                        ,        ,        ,,,,,
            我也哭过，慢慢好点了,,                        ,        ,        ,,,,,
            这主任是真的吗？,,                        ,        ,        ,,,,,
            我也是高危啊，怎么办,,                        ,        ,        ,,,,,
            高吉星富硒片作用与功效,,                        ,        ,        ,,,,,
,,,,,,,,,
            请问下，这个在哪里买呢？,,                        ,        ,        ,,,,,
            提高免疫力，清除hpv病毒的，我之前感染hpv吃的这个药。,,                        ,        ,        ,,,,,
            可以让hpv转阴，效果挺好的,,                        ,        ,        ,,,,,
            高吉星富硒片是治疗什么的，吃这个有什么作用，我看好多感染hpv的吃这个药的，是治疗hpv转阴什么的吗？,,                        ,        ,        ,,,,,
            提高免疫力，清除hpv病毒，我之前感染的时候吃的这个，用的干扰素还有洗的药,,                        ,        ,        ,,,,,
            想打九价了，请问都需要什么流程啊，现在九价好预约吗,,                        ,        ,        ,,,,,
            我也想打九价,,,,,,,,,
            有没有什么快速预约的渠道啊,,                        ,        ,        ,,,,,
            九价可安排MOMK2099,,                        ,        ,        ,,,,,
            在厦门的话。可以给你安排医院打。微信83529635,没在的话可以寄针,,                        ,        ,        ,,,,
            前俩年做妇科检查，我发现了HPV感染，型号是16，因为是高危的原因，所以当时加做了阴道镜以及活检，活检取了三个点，两点是炎症反应，一点是CINI，因为当时还未婚未育所以拒接了医师的锥切方案，而是以清除HPV病毒为主，从而自愈。,,,,,,,,,
,,,,,,,,,
            hpv高危感染用半枝莲膏就可以。cin1—3期。半枝莲膏能杀死hpv病毒,,                        ,        ,        ,,,,,
            目前HPV复阴，没有特别好的特效药，可以吃有机硒小分子肽，显著提高免疫力的，我有客户大概3个月-4个月就转阴了；微信：18622967383,,                        ,        ,        ,,,,,
            前段时间一位女性来到了我的门诊，神情有些凝重，她说她感染hpv有三年多了，最近半年白带味道很大，分泌物中还有血迹，她说她在网上查了相关的症状，很担心，很害怕。我安排她做了检查，结果已经是高度病变了。,感染hpv阳性，分泌物出现3种异常，小心宫颈癌,,,,,,,,
,,,,,,,,,
            妇检显示感染了hpv，这个是怎么感染的啊，严重吗，怎么治疗转阴，多久能转阴啊？,,                        ,        ,        ,,,,,
"            你可以吃点硒片然后配合着抑制病毒的药和抗感染。我是HPV16,医生让吃硒片清除hpv病毒什么的，她让吃高吉星富硒片和恩替卡韦片，然后用干扰素凝胶隔天塞保妇康栓，其他没做什么治疗，不到三个月就转阴了",,                        ,,,,,,,
            我也感染了hpv高危型的，怎么办,,,,,,,,,
            用对方法很快转阴,,                        ,        ,        ,,,,,
,,,,,,,,,
            ,,,,,,,,,
            严不严重要看你是什么型号的，hpv转阴就是提高免疫力，你可以配合着吃点清除hpv病毒的药,,                        ,        ,        ,,,,,
            高吉星富硒片在哪里能买到,,                        ,        ,        ,,,,,
,,,,,,,,,
            这个药好像是走院线，一般除了医院外面买不到吧，我之前吃过这个药也是医生给开的，然后还给来了一些洗的药和塞的药，零零散散加起来花了三千多呢，别的还好，就三盒高吉星富硒片花了两千多。,,                        ,,,,,,,
            我在天猫旗舰店买了2盒，800多吧。我是52阳性，吃了几个月加医生开的干扰素上个礼拜转阴了。差不多半年厚检查的，那边保证转阴，半年没有转好像可以退款。kl,,                        ,        ,,,,,,
            淘宝就能买的，而且这个药是无效退款的那种。我感染的时候吃的这个，医生还给开了干扰素和昔洛韦胶囊还有洗的药，不到4个月吧，就转阴了,,                        ,        ,        ,,,,,
            确定Hpv16将近一年，没用药也没管自己转阴了。结果过了三个月再查又是阳。快给折磨疯了，所以想问问姐妹们有没有什么好的办法？,,                        ,        ,        ,,,,,
            怎么又阳性，同房没带套？,,                        ,        ,        ,,,,,
            吃中药才能转阴,,                        ,        ,        ,,,,,
            我是医院开的干扰素和凝胶3个月就转阴了，每3个月去检测一次，都没有问题，,,                        ,        ,        ,,,,,
            建议补硒吧，我的一些客户基本上吃了3-4个月左右转阴了,,                        ,        ,        ,,,,,
            我吃的是欣维安姬松茸富硒蛋白，我那时候是HPV52、58，那时医生说我年轻恢复的快，只要配合她的治疗很快就会转阴。给我开了干扰素和一些黑色的胶囊，配合 欣维安姬松茸富硒蛋白 一起吃提高免疫力，连续吃了三个月，去医院的时候就转阴了,,,,,,,,,
            我是山东宋闻明治好的，半年,,                        ,        ,        ,,,,,
            用v生态吧,,                        ,        ,        ,,,,,
            我朋友感染hpv16是用了一个叫段芝堂hpv克星的治好的,,                        ,        ,        ,,,,,
            是不是医院检查结果弄错了,,                        ,        ,        ,,,,,
            如果是在医院肯定会说，乙肝大三阳跟小三阳是治不好的只能抗病毒控制平时靠自己保养。在我们老家我大伯就能用这三样草药治好了很多人。我们当地好多人吃好达到转阴，所以觉得值得推广做人做事凭良心说的是真心话。信得过有人需要可以帮忙邮,,,,,,,,,
            bzx453984454,,                        ,        ,        ,,,,,
            这几味草药治肝炎可以转阴，大伯就是用这几样草药治好很多人。达到转阴。,,                        ,        ,        ,,,,,
            ，,,                        ,        ,        ,,,,,
            对于女性来说，妇科病非常可怕，所以平时一定要注意。每年可选择定期检查，看自己有没有一些妇科类的疾病，X.生活的卫生也十分重要。生活不洁会给女性带来各种各样的疾病。,,,,,,,,,
            高吉星富硒片是治什么的，有什么作用，多少钱一盒啊,,                        ,        ,        ,,,,,
            提高免疫力，清除病毒什么的，我感染HPV的时候吃过这个,,                        ,        ,        ,,,,,
            HPV是个什么鬼,,                        ,        ,        ,,,,,
            淘宝上就有卖的，我就是在淘宝买的，我买的是套装，四盒2千多，和算下来一盒是500多，一盒里面有6瓶，这样算下来一瓶是80多块钱，客服还送了我一瓶。,,                        ,        ,        ,,,,,
            这个治hpv转阴的吗，看到hpv病友群里很多人也有好多吃这个的,,                        ,        ,        ,,,,,
            小姐姐们，你们说得这个治hpv的高吉星富硒片是黄盒的还是蓝盒的？？？,,                        ,        ,        ,,,,,
            这个药有什么效果，看很多感染的都吃这个高吉星富硒片,,                        ,        ,        ,,,,,
            高吉星富硒片是提高免疫力的营养素，还可以清除hpv病毒，淘宝就有,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            第一次转阴  ，相隔三个月以后第二次复查   病毒量2.59，阳，大于1 为阳性，  hpv分型 为阴性，有没有类似的小伙伴呀？这期间无治疗 ，已经三个月了  准备第三次复查  心累。。,,                        ,,,,,,,
            亲感染的hpv是什么型号，我的是16,,                        ,        ,        ,,,,,
            你好、你用红卡转阴了是吗？是红卡吗,,                        ,        ,        ,,,,,
            你好，红卡你卖多钱,,                        ,        ,        ,,,,,
            不管高危的还是低危的，HPV没有特殊的治疗方法，只能提高免疫力，补充维生素和蛋白质，然后吃点欣维安姬松茸，清除体内的病毒。,,                        ,        ,        ,,,,,
            转阴了的话，是不是你又被感染了，所以又阳性了，而不会复发,,                        ,        ,        ,,,,,
            目前用半枝莲膏好北京大学科研成果，一周2次3月转阴,,                        ,        ,        ,,,,,
            姐妹，感染了这个病关键还得靠提高免疫力，我之前的两个高危，也是通过食疗调理了四个月才转阴的，主要的话医生说是提高免疫力的才能好！,,                        ,        ,        ,,,,,
            红卡真的有效果么,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            我之前感染的时候吃过这个药，医生让吃的，好贵的,,,,,,,,,
            感染了HPV16阳性，活检报告有病变，我在二甲医院看的，医生建议我做利普刀，我拒绝了，开了宫颈炎胶囊和干扰素回来，我想问下朋友们像我这样的需不需要做利普刀手术，,,,,,,,,,
            要做,,                        ,        ,        ,,,,,
            年轻，可以试着塞药！实在不放心，做个激光！尽量不做利普！,,                        ,        ,        ,,,,,
            没有病变切啥,,                        ,        ,        ,,,,,
            照医生这样说感染16就一定会发展成癌了？一感染都切？,,                        ,        ,        ,,,,,
            去三甲医院，重新检查吧,,                        ,        ,        ,,,,,
            你去三甲再看一下，一般没有生育要求都是切，发展到三级就必须切了。三级后面就是原位癌了。,,                        ,        ,        ,,,,,
,,,,,,,,,
            低级别还好 你可以问医院借活检的标本去红房子病理科再复查一下 他们是权威,,                        ,        ,        ,,,,,
            不用手术，我也是低度病变，没做手术好了。,,                        ,        ,        ,,,,,
            可做可不做，自己选，毕竟低度病变。,,                        ,        ,        ,,,,,
            我是低度病变 保守治疗没好就做了利普,,                        ,        ,        ,,,,,
,,,,,,,,,
            这个就是宫颈刮片检查吗,,                        ,        ,        ,,,,,
            楼主是在嘉定中心医院看的嘛？我两个月前也是在嘉定中心医院看的，也是hpv16感染,,                        ,        ,        ,,,,,
            请问必须吃高吉星硒片吗？别的不行吗？高吉星好贵的样子，修正的可以吗？,,                        ,        ,        ,,,,,
            同问,,                        ,        ,        ,,,,,
            无论是预防HPV感染还是帮助HPV尽快转阴，增强免疫力都是必要的。欣维安姬松茸富硒蛋白可以调节体内免疫因子的分泌，可达到快速提高免疫力的效果,,                        ,        ,        ,,,,,
            一个微凉元素 搞得如此之贵 真会坑人,,                        ,        ,        ,,,,,
            hpv16hpv52阳性严重吗，查出来hpv阳性感觉好可怕，现在只是听医生的吃了高吉星蛋白硒，用了保妇康栓。,总感觉这高危型号很可怕，不会真的癌变吧,,,,,,,,
            hpv16hpv52阳性严重吗，这俩都是高危的，你觉得严重吗。,,                        ,        ,        ,,,,,
,,,,,,,,,
            刚查出来hpv阳性，对这个不了解时确实感觉挺可怕的，毕竟和癌相关联,,                        ,        ,        ,,,,,
            hpv16hpv52都是高危型号，最好要重视,,                        ,        ,        ,,,,,
            hpv16hpv52都是高危阳性,,                        ,        ,        ,,,,,
            hpv16hpv52阳性严重吗，都是高危型号，肯定需要重视的,,                        ,        ,        ,,,,,
            hpv16hpv52这两个型号都是阳性？,,                        ,        ,        ,,,,,
            hpv阳性用这些可以，不过还要注意很多的，别熬夜，多锻炼，注意卫生等等,,                        ,        ,        ,,,,,
            用保妇康栓，干扰素，吃高吉星蛋白硒，这些有帮助，能帮助hpv转阴,,                        ,        ,        ,,,,,
            hpv16hpv52都是高危型号,,                        ,        ,        ,,,,,
            您现在的情况看，Hpv检测16和52呈现阳性。这个还是比较严重的。应该进一步进行检查的，这个主要是身体的免疫能力差，抵抗力不足，造成了感染的。可以做一下tct检测的,,                        ,        ,,,,,,
            做活检呀,,                        ,        ,        ,,,,,
            hpv16的免费唾液检测做过吗,,                        ,        ,        ,,,,,
            你还要配着干扰素一起用，干扰素保妇康交替使用。我也是感染了39 52 56型。用药10个月后才复查转阴了，心情要好。提高免疫力，干扰素就用尤靖安的在三甲医院都有我开了5支10克规格的才250块钱。,,                        ,,,,,,,
            接下来给大家简述一下我与高危16hpv和低危6尖锐湿疣的抗争……,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
            后来自己不放心，又换了家医院检查，医生叫我先不要激光因为上次拿掉的这次又长了一个，医生直接给我用夹子夹掉了是真的是疼到要命不过还能忍，我都蒙逼了为什么不给我打麻药，医生说那一点点不需要麻药不要激光，拿完后医生就给我开了中药喝的塞的是半个月一个疗程.....,,,,,,,,,
            但是后来过了2个月左右吧，我又复发了发现自己又长了，我又赶紧去了医院，这是我第二次做激光了，就算是打了麻药也是非常的疼，又开了喝的和塞的药......,,                        ,        ,        ,,,,,
,,,,,,,,,
            大概在那里治疗了半个多月，治疗过程也比较轻松，不像做激光那样痛苦。半个月之后我回了家，医生叮嘱我一定不要熬夜要早睡早起，饮食清淡多吃水果蔬菜，还要多运动加强锻炼提高免疫力才是最重要的，回家之后我就严格按照医生说的做.......还说让我一个月之后去复查,,,,,,,,,
            后来过了一个月因为有事情耽搁了也没有去复查，一直到三个月之后发现自己也没有复发，尖尖也没有再长，但是为了放心我还是去复查了。我检查了hpv，高危16和低危6全部都转阴了，超开心的感动的眼泪都自己流下来真的是喜泪呀。,,,,,,,,,
            希望看到文章的姐妹们能有所鼓励，增强信心，克服困难，早日健康，家庭幸福。,,                        ,        ,        ,,,,,
            只是分享经历，本人不是医生，也不卖药,,                        ,        ,        ,,,,,
            祝大家早日康复,,                        ,        ,        ,,,,,
            我也是经历过这个的人，感同身受,,                        ,        ,        ,,,,,
            顶,,                        ,        ,        ,,,,,
            E,,                        ,        ,        ,,,,,
            多锻炼。别熬夜，饮食清淡,,                        ,        ,        ,,,,,
            今天去医院体检了一下，我真的是太开心了， 湿疣终于彻底好了，hpv一直都是转阴的，现在可以备孕了，开心🥳,,,,,,,,,
            你好,,                        ,        ,        ,,,,,
            在吗？给你发私信了,,                        ,        ,        ,,,,,
            你怎么好的,,                        ,        ,        ,,,,,
            转阴了是不是应该打疫苗呢,,                        ,        ,        ,,,,,
            可以私吗,,                        ,        ,        ,,,,,
            你好幸运啊，怎么好的呀，美女,,                        ,        ,        ,,,,,
            怎么好的呢？16是不是容易致癌呢,,                        ,        ,        ,,,,,
            美女，给你发消息了……,,                        ,        ,        ,,,,,
            今天复查，过几天拿结果，好担心,,                        ,        ,        ,,,,,
            小姐姐，你怎么好的啊,,,,,,,,,
            好了真好，好羡慕，我还没好呢,,,,,,,,,
            亲，给你发消息了哦,,                        ,        ,        ,,,,,
            怎么转阴,,                        ,        ,        ,,,,,
            湿疣？,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            想听前面的故事,,                        ,        ,        ,,,,,
            恭喜,,                        ,        ,        ,,,,,
            多少人是戴套了还传染的呢？,,                        ,        ,        ,,,,,
            93块钱的冰淇淋,黄牛抢的九价,扣扣搜搜买的3块巧克力,尖尖定的复式小酒店,佛山老城区的小巷,三人行的佛跳墙,,,,
            黄牛怎么强？,,                        ,        ,        ,,,,,
            全程戴套被感染的概率大吗？,,                        ,        ,        ,,,,,
            姐妹们，你们晚上用了重组人干扰素泡腾片第二天早上会发现内裤上又昨晚就出来的东西吗？,,                        ,        ,        ,,,,,
            hpv16.48.45阳性，阴道壁病变，三甲医院做的阴道壁激光治疗，大夫开的曦曦爱（大夫开的处方，在外面药店拿的）。在网上查曦曦爱不是药品，治疗hpv是真是假？,,,,,,,,,
            我也是3甲医院开的，一场5000多，我不是托，这里拖太多了,,                        ,        ,        ,,,,,
            你去中国医科大学也是开这个，一定要吃蘑菇胡萝卜蛋白质早睡早起锻炼，不然啥都白扯,,                        ,        ,        ,,,,,
            怎么样检查出来阴道壁变病的？,,                        ,        ,        ,,,,,
"            你好，我也有阴道壁病变，你是几级,激光后毁出血吗",,                        ,        ,        ,,,,,
            我在齐鲁医院，做的激光，医生也是开的曦曦爱，不知道效果咋样，有知道的姐妹吗？,,                        ,        ,        ,,,,,
            hpv52，58严重吗？HPV的值高是怎么回事,,                        ,        ,        ,,,,,
            是高危型号，持续阳性会引发宫颈癌变,,                        ,        ,        ,,,,,
            不管高低总要赶紧调理的。像我，比你严重多了，我是HPV16，比你的还严重，不也转阴了，现在也很好,,                        ,        ,        ,,,,,
            HPV值高的话传染性就比较强,,                        ,        ,        ,,,,,
            吃点硒片补充硒元素，我之前感染的时候吃的高吉星富硒片和阿昔洛韦3个多月就转阴了,,                        ,        ,        ,,,,,
            我也是高危型的hpv，高危的是不是不容易转阴啊,,                        ,        ,        ,,,,,
            58严重，需要调理,,                        ,        ,        ,,,,,
            有这些特征的男人要远离，会把你推向宫颈癌,苏苏和男友相恋十年，终于等来了他的求婚，再加上两人都非常喜欢孩子，打算八月就举办婚礼🥰，步入婚姻的殿堂。,两人也早已坦诚相待，亲密过无数次，可最近每次同房后，苏苏都有异常出血的情况，却并不是月经期。,,,,,,,
,,,,,,,,,
            使用段芝堂hpv转阴的，多锻炼，饮食均衡，能康复滴，加油,,                        ,        ,        ,,,,,
            恭喜恭喜,,                        ,        ,        ,,,,,
            恭喜我也转阴了,,                        ,        ,        ,,,,,
            三个月前查出68.35，也没当回事，现在只剩68,,                        ,        ,        ,,,,,
            有办法的,,                        ,        ,        ,,,,,
            楼主多大了？当时做活检了吗,,                        ,        ,        ,,,,,
            羡慕你们,,                        ,        ,        ,,,,,
            楼主中间用药了吗，我几个月前检查出52，一直担心中,,                        ,        ,        ,,,,,
            怎么激光呀？,,                        ,        ,        ,,,,,
            用半枝莲膏好的,,                        ,        ,        ,,,,,
            亲，你16.18阳性，当时tct怎么样，活检了吗,,                        ,        ,        ,,,,,
            目前半枝莲膏好北京大学滨海医院科研，一周一次3月转阴,,                        ,        ,        ,,,,,
            楼主做的是宫颈激光吗,,                        ,        ,        ,,,,,
,,,,,,,,,
            打破零回复,,,,,,,,,
            出血还同房,,                        ,        ,        ,,,,,
            宫颈筛查疼不疼,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            我今天同房后擦拭后也看到血了。不知道是哪里出血,,                        ,        ,        ,,,,,
            你查了吗？结果出了吗,,                        ,        ,        ,,,,,
            请问积液医生有开药吗,,                        ,        ,        ,,,,,
            没有,,                        ,        ,        ,,,,,
            目前这种情况需要抓紧提高免疫力，目前我朋友给我推荐的海藻植物硒非常不错，可以提高免疫力清除体内病毒的，可以了解一下哦,,                        ,        ,        ,,,,,
            你现在怎么样了？,,                        ,        ,        ,,,,,
            请问楼主出血是多久，是不是第二天就没了,,                        ,        ,        ,,,,,
            我也是这样 可以加个 交流一下吗,,                        ,        ,        ,,,,,
            问题不大,,                        ,        ,        ,,,,,
            没事吧,,                        ,        ,        ,,,,,
            这个要怎么治好啊？,,                        ,        ,        ,,,,,
            用半枝莲膏好,,                        ,        ,        ,,,,,
            低级病变没事啊，多注意生活习惯，提高免疫力。有没有问医生呢，,,                        ,        ,        ,,,,,
            问问医生需要不需要用这些干扰素或保妇康栓之类的,,                        ,        ,        ,,,,,
            感染了hpv病毒引起的病变，赶紧治疗吧，我姐妹儿也得过这个病。是用了一个叫段芝堂hpv克星的治好的,,                        ,        ,        ,,,,,
            不管高危的还是低危的，HPV没有特殊的治疗方法，只能提高免疫力，补充维生素和蛋白质，然后吃点欣维安姬松茸，清除体内的病毒。,,                        ,        ,        ,,,,,
            之前也是感染的HPV高危18还有52用干扰素保复康，半年多去复查，不但没转阴，还多了个型号，后来朋友给我推荐了一个欣维安姬松茸富硒蛋白,,                        ,        ,        ,,,,,
            应该活检，活检一级，就随诊，阴道上干扰素三个月,,                        ,        ,        ,,,,,
            低级病变没事的，医生怎么说的,,                        ,        ,        ,,,,,
            观世音菩萨保佑我平平安安，建健康康的，一切安好🙏🙏🙏🙏🙏🙏,,,,,,,,,
            一定会健康的,,                        ,        ,        ,,,,,
            ,,                        ,        ,        ,,,,,
            [爱心]心态好 ，事事好，任何情事都有两面性，坏有的一面，就有好的一面。我们无法改变过去，却以可怀着一颗好心态，去变改现在和未来。心态好事做顺利，因为不拘小节；心态好生活愉快，因为懂得放下。心态好的人，处处圆融，处处圆满。🙏,,,,,,,,,
            心态很重要的,,                        ,        ,        ,,,,,
            有没有在南京的小伙伴知道的,,,,,,,,,
            有 要等,,                        ,        ,        ,,,,,
            代预约hpv九价，有需要的私聊,,                        ,        ,        ,,,,,
            九价吗？九价好难,,                        ,        ,        ,,,,,
            现货,,                        ,        ,        ,,,,,
            这个世界上,不是因为没有好的医生,不是因为没有先进的技术,而是因为女性对于自己健康的无知,希望这个世界上不要再有女人死于宫颈癌🙏🙏🙏,女性一定要接种HPV疫苗,,有不懂的可以问我 ,,
            九价预防疑问可以咨询我,,                        ,        ,        ,,,,,
            ,,,,,,,,,
            需要去 香港 打？,,                        ,        ,        ,,,,,
            过年龄了还可以打九价吗,,                        ,        ,        ,,,,,
            九价可以咨询我,,                        ,        ,        ,,,,,
            唉,,                        ,        ,        ,,,,,
            咨询找我,,                        ,        ,        ,,,,,
            九价预防咨询,,                        ,        ,        ,,,,,
            找我咨询 专业靠谱,,                        ,        ,        ,,,,,
            预约了2.2号医生的号,,,,,,,,,
            不是16就是18,阴道镜评估是否活检,,                        ,        ,        ,,,,
            ,,,,,,,,,
            没关系。问题不大，先做个阴道镜活检再看看,,                        ,        ,        ,,,,,
            hpv免疫力低下所致，建议使用段芝堂hpv克星，少走弯路，转阴后可再次马上怀孕，没有副作用,,                        ,        ,        ,,,,,
            我吃的是欣维安姬松茸富硒蛋白，我那时候是HPV52、58，那时医生说我年轻恢复的快，只要配合她的治疗很快就会转阴。给我开了干扰素和一些黑色的胶囊，配合 欣维安姬松茸富硒蛋白 一起吃提高免疫力，连续吃了三个月，去医院的时候就转阴了,,,,,,,,,
            做了tct了吗感染多久了,,                        ,        ,        ,,,,,
            你不严重不用担心，积极治疗就行，提高免疫力，会好了，没有病变不算病，,,                        ,        ,        ,,,,,
            我感染3年多二级病变都好了，你这个更容易好的,,                        ,        ,        ,,,,,
            得了hpv不要怕，最主要是心态好，坚持锻炼身体，口服提高免疫力的药，还有就是坚持用治疗hpv的药就ok了,,                        ,        ,        ,,,,,
"            没有性生活，也没有做出格的事情，健康体检查出感染HPV52,58怎么回事，会不会是误诊呀？",,                        ,        ,        ,,,,,
            感染HPV一般都是男朋友传染的，男的本身就有HPV病毒，因为性生活过多，性生活不洁，很容易就会感染，我就是我男朋友传染的，他先检查出来的，他查出来没和我说，后来和我说了，我去检查的时候我也感染了。,,                        ,,,,,,,
            你好亲，其实感染hpv很正常，是因为自己的免疫力低造成的，不用太多顾虑，坚持用治疗hpv的药就会转阴的，保持好心态，多吃点提高免疫力的药很快就会转阴的,,                        ,        ,        ,,,,,
            可以再检查检查，一般不会误诊的，感染这个很正常的,,                        ,        ,        ,,,,,
            问过医生了，有时体质差在一些共公场所也会感染的，我之前也是莫名其妙的感染了两个高危，还好发现的早，经过调理现在都好了！,,                        ,        ,        ,,,,,
            我是高危型的hpv，用干扰素有副作用现在医生给停药了，让我用洗液调理一段时，姐妹们有没有好办法呀？？？,,                        ,        ,        ,,,,,
            早点打九价疫苗比较好，加这危性号:HPVDNAJC 可预约,,                        ,        ,        ,,,,,
            免疫力低都有可能，可以调理,,                        ,        ,        ,,,,,
            楼主如果怕误诊最好去大医院多查一次，如果确实感染了也不用太担心的，得了这个关键是要提高免疫力为主，我之前也是这样过来的！,,                        ,        ,        ,,,,,
            我的HPV终于转阴了 ，纯属分享， 姐妹们可以参考下这个美女的建议15861200882，免费的诊断和讲解很专业。,,,,,,,,,
            ,,,,,,,,,
            苏苏和男友相恋十年，终于等来了他的求婚，再加上两人都非常喜欢孩子，打算八月就举办婚礼，步入婚姻的殿堂。,……,两人也早已坦诚相待，亲密过无数次，可zui近每次同房后，苏苏都有异常出血的情况，却并不是月经期。,……,,,,,,
